COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Malta,2022-06-08,MLT,EURO,1,0,0,0,0,0
Morocco,2022-06-08,MAR,EMRO,1,0,0,0,0,0
Netherlands,2022-06-08,NLD,EURO,54,0,0,14,0,0
Norway,2022-06-08,NOR,EURO,2,0,0,0,0,0
Portugal,2022-06-08,PRT,EURO,191,0,0,25,0,0
Slovenia,2022-06-08,SVN,EURO,6,0,0,0,0,0
Spain,2022-06-08,ESP,EURO,198,0,0,0,0,0
Sweden,2022-06-08,SWE,EURO,5,0,0,0,0,0
Switzerland,2022-06-08,CHE,EURO,10,0,0,2,0,0
The United Kingdom,2022-06-08,GBR,EURO,321,0,0,19,0,0
United Arab Emirates,2022-06-08,ARE,EMRO,13,0,0,5,0,0
Australia,2022-06-09,AUS,WPRO,6,0,0,0,0,0
Austria,2022-06-09,AUT,EURO,1,0,0,0,0,0
Belgium,2022-06-09,BEL,EURO,24,0,0,7,0,0
Czechia,2022-06-09,CZE,EURO,6,0,0,0,0,0
Denmark,2022-06-09,DNK,EURO,3,0,0,0,0,0
Finland,2022-06-09,FIN,EURO,2,0,0,0,0,0
France,2022-06-09,FRA,EURO,66,0,0,0,0,0
Germany,2022-06-09,DEU,EURO,131,0,0,18,0,0
Greece,2022-06-09,GRC,EURO,0,0,0,0,0,0
Hungary,2022-06-09,HUN,EURO,1,0,0,0,0,0
Iceland,2022-06-09,ISL,EURO,0,0,0,0,0,0
Ireland,2022-06-09,IRL,EURO,13,0,0,1,0,0
Israel,2022-06-09,ISR,EURO,3,0,0,0,0,0
Italy,2022-06-09,ITA,EURO,20,0,0,0,0,0
Latvia,2022-06-09,LVA,EURO,1,0,0,0,0,0
Malta,2022-06-09,MLT,EURO,1,0,0,0,0,0
Morocco,2022-06-09,MAR,EMRO,1,0,0,0,0,0
Netherlands,2022-06-09,NLD,EURO,54,0,0,0,0,0
Norway,2022-06-09,NOR,EURO,2,0,0,0,0,0
Portugal,2022-06-09,PRT,EURO,209,0,0,18,0,0
Slovenia,2022-06-09,SVN,EURO,6,0,0,0,0,0
Spain,2022-06-09,ESP,EURO,198,0,0,0,0,0
Sweden,2022-06-09,SWE,EURO,5,0,0,0,0,0
Switzerland,2022-06-09,CHE,EURO,12,0,0,2,0,0
The United Kingdom,2022-06-09,GBR,EURO,321,0,0,0,0,0
United Arab Emirates,2022-06-09,ARE,EMRO,13,0,0,0,0,0
Australia,2022-06-10,AUS,WPRO,7,0,0,1,0,0
Austria,2022-06-10,AUT,EURO,1,0,0,0,0,0
Belgium,2022-06-10,BEL,EURO,24,1,0,0,1,0
Czechia,2022-06-10,CZE,EURO,6,0,0,0,0,0
Denmark,2022-06-10,DNK,EURO,3,0,0,0,0,0
Finland,2022-06-10,FIN,EURO,2,0,0,0,0,0
France,2022-06-10,FRA,EURO,91,0,0,25,0,0
Germany,2022-06-10,DEU,EURO,165,0,0,34,0,0
Greece,2022-06-10,GRC,EURO,0,0,0,0,0,0
Hungary,2022-06-10,HUN,EURO,2,0,0,1,0,0
Iceland,2022-06-10,ISL,EURO,0,0,0,0,0,0
Israel,2022-06-10,ISR,EURO,4,0,0,1,0,0
Italy,2022-06-10,ITA,EURO,20,0,0,0,0,0
Latvia,2022-06-10,LVA,EURO,1,0,0,0,0,0
Malta,2022-06-10,MLT,EURO,1,0,0,0,0,0
Morocco,2022-06-10,MAR,EMRO,1,0,0,0,0,0
Netherlands,2022-06-10,NLD,EURO,54,0,0,0,0,0
Norway,2022-06-10,NOR,EURO,2,0,0,0,0,0
Portugal,2022-06-10,PRT,EURO,209,0,0,0,0,0
Slovenia,2022-06-10,SVN,EURO,6,0,0,0,0,0
Spain,2022-06-10,ESP,EURO,259,0,0,61,0,0
Sweden,2022-06-10,SWE,EURO,6,0,0,1,0,0
Switzerland,2022-06-10,CHE,EURO,12,0,0,0,0,0
The United Kingdom,2022-06-10,GBR,EURO,366,0,0,45,0,0
United Arab Emirates,2022-06-10,ARE,EMRO,13,0,0,0,0,0
Benin,2022-06-12,BEN,AFRO,0,0,0,0,0,0
Cameroon,2022-06-12,CMR,AFRO,5,0,1,0,0,0
Central African Republic,2022-06-12,CAF,AFRO,19,0,0,0,0,0
Congo,2022-06-12,COG,AFRO,2,0,0,0,0,0
Democratic Republic of the Congo,2022-06-12,COD,AFRO,10,NA,0,0,NA,0
Denmark,2022-06-12,DNK,EURO,3,0,0,0,0,0
Ghana,2022-06-12,GHA,AFRO,19,0,0,11,0,0
Liberia,2022-06-12,LBR,AFRO,0,0,0,0,0,0
Mozambique,2022-06-12,MOZ,AFRO,0,0,0,0,0,0
Netherlands,2022-06-12,NLD,EURO,60,0,0,6,0,0
Nigeria,2022-06-12,NGA,AFRO,36,0,2,4,0,0
South Africa,2022-06-12,ZAF,AFRO,0,0,0,0,0,0
Switzerland,2022-06-12,CHE,EURO,14,0,0,2,0,0
Argentina,2022-06-13,ARG,AMRO,3,0,0,0,0,0
Australia,2022-06-13,AUS,WPRO,7,0,0,0,0,0
Austria,2022-06-13,AUT,EURO,4,0,0,3,0,0
Bahamas,2022-06-13,BHS,AMRO,1,0,0,0,0,0
Belgium,2022-06-13,BEL,EURO,34,0,0,10,-1,0
Brazil,2022-06-13,BRA,AMRO,47,0,0,28,0,0
Canada,2022-06-13,CAN,AMRO,305,0,0,69,0,0
Chile,2022-06-13,CHL,AMRO,6,0,0,4,0,0
Colombia,2022-06-13,COL,AMRO,3,0,0,1,0,0
Czechia,2022-06-13,CZE,EURO,6,0,0,0,0,0
Denmark,2022-06-13,DNK,EURO,4,0,0,1,0,0
Ecuador,2022-06-13,ECU,AMRO,1,0,0,0,0,0
Finland,2022-06-13,FIN,EURO,2,0,0,0,0,0
France,2022-06-13,FRA,EURO,91,0,0,0,0,0
Germany,2022-06-13,DEU,EURO,189,0,0,24,0,0
Greece,2022-06-13,GRC,EURO,2,0,0,2,0,0
Hungary,2022-06-13,HUN,EURO,2,0,0,0,0,0
Iceland,2022-06-13,ISL,EURO,3,0,0,3,0,0
Ireland,2022-06-13,IRL,EURO,14,0,0,1,0,0
Israel,2022-06-13,ISR,EURO,4,0,0,0,0,0
Italy,2022-06-13,ITA,EURO,29,0,0,9,0,0
Latvia,2022-06-13,LVA,EURO,2,0,0,1,0,0
Malta,2022-06-13,MLT,EURO,1,0,0,0,0,0
Mexico,2022-06-13,MEX,AMRO,21,0,0,7,0,0
Morocco,2022-06-13,MAR,EMRO,1,0,0,0,0,0
Netherlands,2022-06-13,NLD,EURO,72,0,0,12,0,0
Norway,2022-06-13,NOR,EURO,2,0,0,0,0,0
Peru,2022-06-13,PER,AMRO,4,0,0,4,0,0
Poland,2022-06-13,POL,EURO,1,0,0,1,0,0
Portugal,2022-06-13,PRT,EURO,209,0,0,0,0,0
Slovenia,2022-06-13,SVN,EURO,7,0,0,1,0,0
Spain,2022-06-13,ESP,EURO,275,0,0,16,0,0
Sweden,2022-06-13,SWE,EURO,6,0,0,0,0,0
Switzerland,2022-06-13,CHE,EURO,19,0,0,5,0,0
The United Kingdom,2022-06-13,GBR,EURO,470,0,0,104,0,0
United Arab Emirates,2022-06-13,ARE,EMRO,13,0,0,0,0,0
United States of America,2022-06-13,USA,AMRO,383,0,0,194,0,0
Venezuela (Bolivarian Republic of),2022-06-13,VEN,AMRO,1,0,0,1,0,0
Australia,2022-06-14,AUS,WPRO,7,0,0,0,0,0
Austria,2022-06-14,AUT,EURO,4,0,0,0,0,0
Belgium,2022-06-14,BEL,EURO,34,0,0,0,0,0
Czechia,2022-06-14,CZE,EURO,6,0,0,0,0,0
Denmark,2022-06-14,DNK,EURO,7,0,0,3,0,0
Finland,2022-06-14,FIN,EURO,3,0,0,1,0,0
France,2022-06-14,FRA,EURO,125,0,0,34,0,0
Germany,2022-06-14,DEU,EURO,229,0,0,40,0,0
Greece,2022-06-14,GRC,EURO,2,0,0,0,0,0
Hungary,2022-06-14,HUN,EURO,3,0,0,1,0,0
Iceland,2022-06-14,ISL,EURO,3,0,0,0,0,0
Israel,2022-06-14,ISR,EURO,4,0,0,0,0,0
Latvia,2022-06-14,LVA,EURO,2,0,0,0,0,0
Malta,2022-06-14,MLT,EURO,1,0,0,0,0,0
Morocco,2022-06-14,MAR,EMRO,1,0,0,0,0,0
Netherlands,2022-06-14,NLD,EURO,80,0,0,8,0,0
Norway,2022-06-14,NOR,EURO,2,0,0,0,0,0
Poland,2022-06-14,POL,EURO,1,0,0,0,0,0
Portugal,2022-06-14,PRT,EURO,231,0,0,22,0,0
Romania,2022-06-14,ROU,EURO,2,0,0,2,0,0
Slovenia,2022-06-14,SVN,EURO,7,0,0,0,0,0
Spain,2022-06-14,ESP,EURO,313,0,0,38,0,0
Sweden,2022-06-14,SWE,EURO,6,0,0,0,0,0
Switzerland,2022-06-14,CHE,EURO,20,0,0,1,0,0
The United Kingdom,2022-06-14,GBR,EURO,470,0,0,0,0,0
United Arab Emirates,2022-06-14,ARE,EMRO,13,0,0,0,0,0
Australia,2022-06-15,AUS,WPRO,8,0,0,1,0,0
Belgium,2022-06-15,BEL,EURO,52,0,0,18,0,0
Georgia,2022-06-15,GEO,EURO,1,0,0,1,0,0
Germany,2022-06-15,DEU,EURO,263,0,0,34,0,0
Hungary,2022-06-15,HUN,EURO,5,0,0,2,0,0
Israel,2022-06-15,ISR,EURO,5,0,0,1,0,0
Italy,2022-06-15,ITA,EURO,48,0,0,19,0,0
Malta,2022-06-15,MLT,EURO,2,0,0,1,0,0
Portugal,2022-06-15,PRT,EURO,241,0,0,10,0,0
Romania,2022-06-15,ROU,EURO,3,0,0,1,0,0
Sweden,2022-06-15,SWE,EURO,10,0,0,4,0,0
Switzerland,2022-06-15,CHE,EURO,28,0,0,8,0,0
The United Kingdom,2022-06-15,GBR,EURO,524,0,0,54,0,0
Denmark,2022-06-16,DNK,EURO,8,0,0,1,0,0
France,2022-06-16,FRA,EURO,183,0,0,58,0,0
Germany,2022-06-16,DEU,EURO,305,0,0,42,0,0
Hungary,2022-06-16,HUN,EURO,6,0,0,1,0,0
Israel,2022-06-16,ISR,EURO,6,0,0,1,0,0
Luxembourg,2022-06-16,LUX,EURO,1,0,0,1,0,0
Netherlands,2022-06-16,NLD,EURO,95,0,0,15,0,0
Norway,2022-06-16,NOR,EURO,4,0,0,2,0,0
Romania,2022-06-16,ROU,EURO,4,0,0,1,0,0
Switzerland,2022-06-16,CHE,EURO,30,0,0,2,0,0
Austria,2022-06-17,AUT,EURO,11,0,0,7,0,0
Belgium,2022-06-17,BEL,EURO,62,0,0,10,0,0
Germany,2022-06-17,DEU,EURO,338,0,0,33,0,0
Italy,2022-06-17,ITA,EURO,71,0,0,23,0,0
Portugal,2022-06-17,PRT,EURO,276,0,0,35,0,0
Serbia,2022-06-17,SRB,EURO,1,0,0,1,0,0
Spain,2022-06-17,ESP,EURO,497,0,0,184,0,0
Switzerland,2022-06-17,CHE,EURO,31,0,0,1,0,0
The United Kingdom,2022-06-17,GBR,EURO,574,0,0,50,0,0
Benin,2022-06-19,BEN,AFRO,0,0,0,0,0,0
Cameroon,2022-06-19,CMR,AFRO,6,0,1,1,0,0
Central African Republic,2022-06-19,CAF,AFRO,19,0,0,0,0,0
Congo,2022-06-19,COG,AFRO,2,0,0,0,0,0
Democratic Republic of the Congo,2022-06-19,COD,AFRO,100,NA,0,90,NA,0
Ghana,2022-06-19,GHA,AFRO,22,0,0,3,0,0
Liberia,2022-06-19,LBR,AFRO,0,0,0,0,0,0
Mozambique,2022-06-19,MOZ,AFRO,0,0,0,0,0,0
Nigeria,2022-06-19,NGA,AFRO,41,0,2,5,0,0
South Africa,2022-06-19,ZAF,AFRO,0,0,0,0,0,0
Argentina,2022-06-20,ARG,AMRO,4,0,0,1,0,0
Bahamas,2022-06-20,BHS,AMRO,1,0,0,0,0,0
Brazil,2022-06-20,BRA,AMRO,146,0,0,99,0,0
Canada,2022-06-20,CAN,AMRO,413,0,0,108,0,0
Chile,2022-06-20,CHL,AMRO,13,0,0,7,0,0
Colombia,2022-06-20,COL,AMRO,4,0,0,1,0,0
Denmark,2022-06-20,DNK,EURO,10,0,0,2,0,0
Ecuador,2022-06-20,ECU,AMRO,1,0,0,0,0,0
Finland,2022-06-20,FIN,EURO,4,0,0,1,0,0
Germany,2022-06-20,DEU,EURO,412,0,0,74,0,0
Israel,2022-06-20,ISR,EURO,9,0,0,3,0,0
Lebanon,2022-06-20,LBN,EMRO,1,0,0,1,0,0
Mexico,2022-06-20,MEX,AMRO,31,0,0,10,0,0
Peru,2022-06-20,PER,AMRO,15,0,0,11,0,0
Portugal,2022-06-20,PRT,EURO,297,0,0,21,0,0
Switzerland,2022-06-20,CHE,EURO,40,0,0,9,0,0
The United Kingdom,2022-06-20,GBR,EURO,793,0,0,219,0,0
United States of America,2022-06-20,USA,AMRO,724,0,0,341,0,0
Venezuela (Bolivarian Republic of),2022-06-20,VEN,AMRO,1,0,0,0,0,0
Belgium,2022-06-21,BEL,EURO,77,1,0,15,1,0
Denmark,2022-06-21,DNK,EURO,12,0,0,2,0,0
France,2022-06-21,FRA,EURO,277,0,0,94,0,0
Germany,2022-06-21,DEU,EURO,469,0,0,57,0,0
Israel,2022-06-21,ISR,EURO,11,0,0,2,0,0
Italy,2022-06-21,ITA,EURO,85,0,0,14,0,0
Portugal,2022-06-21,PRT,EURO,304,0,0,7,0,0
Romania,2022-06-21,ROU,EURO,5,0,0,1,0,0
Singapore,2022-06-21,SGP,WPRO,1,0,0,1,0,0
Spain,2022-06-21,ESP,EURO,520,0,0,23,0,0
Switzerland,2022-06-21,CHE,EURO,41,0,0,1,0,0
Austria,2022-06-22,AUT,EURO,12,0,0,1,0,0
Czechia,2022-06-22,CZE,EURO,7,0,0,1,0,0
Denmark,2022-06-22,DNK,EURO,13,0,0,1,0,0
Germany,2022-06-22,DEU,EURO,521,0,0,52,0,0
Hungary,2022-06-22,HUN,EURO,7,0,0,1,0,0
Israel,2022-06-22,ISR,EURO,13,0,0,2,0,0
Netherlands,2022-06-22,NLD,EURO,167,0,0,72,0,0
Poland,2022-06-22,POL,EURO,7,0,0,6,0,0
Portugal,2022-06-22,PRT,EURO,317,0,0,13,0,0
Republic of Korea,2022-06-22,KOR,WPRO,1,0,0,1,0,0
Slovenia,2022-06-22,SVN,EURO,8,0,0,1,0,0
Switzerland,2022-06-22,CHE,EURO,46,0,0,5,0,0
Australia,2022-06-23,AUS,WPRO,9,0,0,1,0,0
Bulgaria,2022-06-23,BGR,EURO,2,0,0,2,0,0
France,2022-06-23,FRA,EURO,330,0,0,53,0,0
Germany,2022-06-23,DEU,EURO,592,0,0,71,0,0
Greece,2022-06-23,GRC,EURO,3,0,0,1,0,0
Ireland,2022-06-23,IRL,EURO,28,0,0,14,0,0
Israel,2022-06-23,ISR,EURO,16,0,0,3,0,0
Portugal,2022-06-23,PRT,EURO,328,0,0,11,0,0
Romania,2022-06-23,ROU,EURO,6,0,0,1,0,0
Slovenia,2022-06-23,SVN,EURO,9,0,0,1,0,0
Sweden,2022-06-23,SWE,EURO,13,0,0,3,0,0
Switzerland,2022-06-23,CHE,EURO,55,0,0,9,0,0
The United Kingdom,2022-06-23,GBR,EURO,910,0,0,117,0,0
Austria,2022-06-24,AUT,EURO,20,0,0,8,0,0
China,2022-06-24,CHN,WPRO,1,0,0,1,0,0
Croatia,2022-06-24,HRV,EURO,1,0,0,1,0,0
Germany,2022-06-24,DEU,EURO,676,0,0,84,0,0
Hungary,2022-06-24,HUN,EURO,12,0,0,5,0,0
Netherlands,2022-06-24,NLD,EURO,211,0,0,44,0,0
Portugal,2022-06-24,PRT,EURO,348,0,0,20,0,0
Spain,2022-06-24,ESP,EURO,736,0,0,216,0,0
Italy,2022-06-25,ITA,EURO,127,0,0,42,0,0
Luxembourg,2022-06-25,LUX,EURO,3,0,0,2,0,0
Benin,2022-06-26,BEN,AFRO,3,0,0,3,0,0
Cameroon,2022-06-26,CMR,AFRO,6,0,1,0,0,0
Central African Republic,2022-06-26,CAF,AFRO,19,0,0,0,0,0
Congo,2022-06-26,COG,AFRO,2,0,0,0,0,0
Democratic Republic of the Congo,2022-06-26,COD,AFRO,100,NA,0,0,NA,0
Ghana,2022-06-26,GHA,AFRO,23,0,0,1,0,0
Israel,2022-06-26,ISR,EURO,18,0,0,2,0,0
Liberia,2022-06-26,LBR,AFRO,0,0,0,0,0,0
Mozambique,2022-06-26,MOZ,AFRO,0,0,0,0,0,0
Nigeria,2022-06-26,NGA,AFRO,63,0,2,22,0,0
South Africa,2022-06-26,ZAF,AFRO,0,0,0,0,0,0
Argentina,2022-06-27,ARG,AMRO,6,0,0,2,0,0
Australia,2022-06-27,AUS,WPRO,10,0,0,1,0,0
Bahamas,2022-06-27,BHS,AMRO,1,0,0,0,0,0
Brazil,2022-06-27,BRA,AMRO,324,0,0,178,0,0
Canada,2022-06-27,CAN,AMRO,559,0,0,146,0,0
Chile,2022-06-27,CHL,AMRO,20,0,0,7,0,0
Colombia,2022-06-27,COL,AMRO,6,0,0,2,0,0
Denmark,2022-06-27,DNK,EURO,16,0,0,3,0,0
Dominican Republic,2022-06-27,DOM,AMRO,2,0,0,2,0,0
Ecuador,2022-06-27,ECU,AMRO,1,0,0,0,0,0
Germany,2022-06-27,DEU,EURO,765,0,0,89,0,0
Israel,2022-06-27,ISR,EURO,29,0,0,11,0,0
Mexico,2022-06-27,MEX,AMRO,41,0,0,10,0,0
Netherlands,2022-06-27,NLD,EURO,257,0,0,46,0,0
Panama,2022-06-27,PAN,AMRO,1,0,0,1,0,0
Peru,2022-06-27,PER,AMRO,40,0,0,25,0,0
Portugal,2022-06-27,PRT,EURO,365,0,0,17,0,0
Switzerland,2022-06-27,CHE,EURO,68,0,0,13,0,0
United States of America,2022-06-27,USA,AMRO,1439,0,0,715,0,0
Venezuela (Bolivarian Republic of),2022-06-27,VEN,AMRO,1,0,0,0,0,0
Belgium,2022-06-28,BEL,EURO,117,0,0,40,-1,0
Estonia,2022-06-28,EST,EURO,1,0,0,1,0,0
France,2022-06-28,FRA,EURO,440,0,0,110,0,0
Germany,2022-06-28,DEU,EURO,838,0,0,73,0,0
Israel,2022-06-28,ISR,EURO,33,0,0,4,0,0
Italy,2022-06-28,ITA,EURO,159,0,0,32,0,0
Portugal,2022-06-28,PRT,EURO,373,0,0,8,0,0
Romania,2022-06-28,ROU,EURO,9,0,0,3,0,0
Spain,2022-06-28,ESP,EURO,800,0,0,64,0,0
Switzerland,2022-06-28,CHE,EURO,72,0,0,4,0,0
The United Kingdom,2022-06-28,GBR,EURO,1076,0,0,166,0,0
Australia,2022-06-29,AUS,WPRO,12,0,0,2,0,0
Czechia,2022-06-29,CZE,EURO,8,0,0,1,0,0
Denmark,2022-06-29,DNK,EURO,18,0,0,2,0,0
Germany,2022-06-29,DEU,EURO,874,0,0,36,0,0
Hungary,2022-06-29,HUN,EURO,19,0,0,7,0,0
Iceland,2022-06-29,ISL,EURO,4,0,0,1,0,0
Ireland,2022-06-29,IRL,EURO,31,0,0,3,0,0
Israel,2022-06-29,ISR,EURO,38,0,0,5,0,0
Malta,2022-06-29,MLT,EURO,6,0,0,4,0,0
Norway,2022-06-29,NOR,EURO,15,0,0,11,0,0
Poland,2022-06-29,POL,EURO,10,0,0,3,0,0
Portugal,2022-06-29,PRT,EURO,391,0,0,18,0,0
Romania,2022-06-29,ROU,EURO,11,0,0,2,0,0
Switzerland,2022-06-29,CHE,EURO,81,0,0,9,0,0
Bulgaria,2022-06-30,BGR,EURO,3,0,0,1,0,0
Denmark,2022-06-30,DNK,EURO,20,0,0,2,0,0
France,2022-06-30,FRA,EURO,498,0,0,58,0,0
Germany,2022-06-30,DEU,EURO,969,0,0,95,0,0
Hungary,2022-06-30,HUN,EURO,18,0,0,-1,0,0
Ireland,2022-06-30,IRL,EURO,39,0,0,8,0,0
Israel,2022-06-30,ISR,EURO,42,0,0,4,0,0
Portugal,2022-06-30,PRT,EURO,402,0,0,11,0,0
Sweden,2022-06-30,SWE,EURO,28,0,0,15,0,0
Switzerland,2022-06-30,CHE,EURO,83,0,0,2,0,0
The United Kingdom,2022-06-30,GBR,EURO,1235,0,0,159,0,0
Türkiye,2022-06-30,TUR,EURO,1,0,0,1,0,0
Austria,2022-07-01,AUT,EURO,37,0,0,17,0,0
Germany,2022-07-01,DEU,EURO,1054,0,0,85,0,0
Italy,2022-07-01,ITA,EURO,192,0,0,33,0,0
Netherlands,2022-07-01,NLD,EURO,288,0,0,31,0,0
Portugal,2022-07-01,PRT,EURO,415,0,0,13,0,0
Switzerland,2022-07-01,CHE,EURO,91,0,0,8,0,0
Switzerland,2022-07-02,CHE,EURO,115,0,0,24,0,0
Benin,2022-07-03,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-07-03,CMR,AFRO,8,0,1,2,0,0
Central African Republic,2022-07-03,CAF,AFRO,19,0,0,0,0,0
Congo,2022-07-03,COG,AFRO,2,0,0,0,0,0
Democratic Republic of the Congo,2022-07-03,COD,AFRO,100,NA,0,0,NA,0
Ghana,2022-07-03,GHA,AFRO,29,0,0,6,0,0
Israel,2022-07-03,ISR,EURO,50,0,0,8,0,0
Liberia,2022-07-03,LBR,AFRO,0,0,0,0,0,0
Mozambique,2022-07-03,MOZ,AFRO,0,0,0,0,0,0
Nigeria,2022-07-03,NGA,AFRO,84,0,3,21,0,1
South Africa,2022-07-03,ZAF,AFRO,1,0,0,1,0,0
Argentina,2022-07-04,ARG,AMRO,10,0,0,4,0,0
Australia,2022-07-04,AUS,WPRO,15,0,0,3,0,0
Bahamas,2022-07-04,BHS,AMRO,1,0,0,0,0,0
Brazil,2022-07-04,BRA,AMRO,624,0,0,300,0,0
Canada,2022-07-04,CAN,AMRO,690,0,0,131,0,0
Chile,2022-07-04,CHL,AMRO,30,0,0,10,0,0
Colombia,2022-07-04,COL,AMRO,10,0,0,4,0,0
Denmark,2022-07-04,DNK,EURO,23,0,0,3,0,0
Dominican Republic,2022-07-04,DOM,AMRO,2,0,0,0,0,0
Ecuador,2022-07-04,ECU,AMRO,3,0,0,2,0,0
Finland,2022-07-04,FIN,EURO,10,0,0,6,0,0
Germany,2022-07-04,DEU,EURO,1141,0,0,87,0,0
Greece,2022-07-04,GRC,EURO,6,0,0,3,0,0
Israel,2022-07-04,ISR,EURO,52,0,0,2,0,0
Jamaica,2022-07-04,JAM,AMRO,1,0,0,1,0,0
Mexico,2022-07-04,MEX,AMRO,59,0,0,18,0,0
Netherlands,2022-07-04,NLD,EURO,352,0,0,64,0,0
Panama,2022-07-04,PAN,AMRO,1,0,0,0,0,0
Peru,2022-07-04,PER,AMRO,107,0,2,67,0,2
Slovenia,2022-07-04,SVN,EURO,12,0,0,3,0,0
United States of America,2022-07-04,USA,AMRO,2716,0,1,1277,0,1
Venezuela (Bolivarian Republic of),2022-07-04,VEN,AMRO,1,0,0,0,0,0
Belgium,2022-07-05,BEL,EURO,168,0,0,51,0,0
Denmark,2022-07-05,DNK,EURO,24,0,0,1,0,0
Estonia,2022-07-05,EST,EURO,2,0,0,1,0,0
France,2022-07-05,FRA,EURO,577,0,0,79,0,0
Germany,2022-07-05,DEU,EURO,1242,0,0,101,0,0
Hungary,2022-07-05,HUN,EURO,22,0,0,4,0,0
Ireland,2022-07-05,IRL,EURO,44,0,0,5,0,0
Italy,2022-07-05,ITA,EURO,233,0,0,41,0,0
Luxembourg,2022-07-05,LUX,EURO,7,0,0,4,0,0
Malta,2022-07-05,MLT,EURO,8,0,0,2,0,0
Norway,2022-07-05,NOR,EURO,19,0,0,4,0,0
Poland,2022-07-05,POL,EURO,13,0,0,3,0,0
Romania,2022-07-05,ROU,EURO,12,0,0,1,0,0
Spain,2022-07-05,ESP,EURO,1256,0,0,456,0,0
Switzerland,2022-07-05,CHE,EURO,121,0,0,6,0,0
Australia,2022-07-06,AUS,WPRO,17,0,0,2,0,0
Belgium,2022-07-06,BEL,EURO,169,0,0,1,0,0
Denmark,2022-07-06,DNK,EURO,26,0,0,2,0,0
Germany,2022-07-06,DEU,EURO,1304,0,0,62,0,0
Greece,2022-07-06,GRC,EURO,9,0,0,3,0,0
Israel,2022-07-06,ISR,EURO,55,0,0,3,0,0
Malta,2022-07-06,MLT,EURO,9,0,0,1,0,0
Spain,2022-07-06,ESP,EURO,1477,0,0,221,0,0
Sweden,2022-07-06,SWE,EURO,34,0,0,6,0,0
The United Kingdom,2022-07-06,GBR,EURO,1351,0,0,116,0,0
Australia,2022-07-07,AUS,WPRO,20,0,0,3,0,0
Finland,2022-07-07,FIN,EURO,13,0,0,3,0,0
Germany,2022-07-07,DEU,EURO,1385,0,0,81,0,0
Greece,2022-07-07,GRC,EURO,11,0,0,2,0,0
Iceland,2022-07-07,ISL,EURO,6,0,0,2,0,0
Israel,2022-07-07,ISR,EURO,59,0,0,4,0,0
Netherlands,2022-07-07,NLD,EURO,402,0,0,50,0,0
Singapore,2022-07-07,SGP,WPRO,2,0,0,1,0,0
Slovakia,2022-07-07,SVK,EURO,1,0,0,1,0,0
Slovenia,2022-07-07,SVN,EURO,14,0,0,2,0,0
Sweden,2022-07-07,SWE,EURO,43,0,0,9,0,0
Switzerland,2022-07-07,CHE,EURO,131,0,0,10,0,0
Australia,2022-07-10,AUS,WPRO,23,0,0,3,0,0
Austria,2022-07-10,AUT,EURO,62,0,0,25,0,0
Benin,2022-07-10,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-07-10,CMR,AFRO,8,0,1,0,0,0
Central African Republic,2022-07-10,CAF,AFRO,19,0,0,0,0,0
Congo,2022-07-10,COG,AFRO,2,0,0,0,0,0
Czechia,2022-07-10,CZE,EURO,10,0,0,2,0,0
Democratic Republic of the Congo,2022-07-10,COD,AFRO,100,NA,0,0,NA,0
Denmark,2022-07-10,DNK,EURO,28,0,0,2,0,0
France,2022-07-10,FRA,EURO,721,0,0,144,0,0
Germany,2022-07-10,DEU,EURO,1490,0,0,105,0,0
Ghana,2022-07-10,GHA,AFRO,34,0,0,5,0,0
Greece,2022-07-10,GRC,EURO,12,0,0,1,0,0
Hungary,2022-07-10,HUN,EURO,24,0,0,2,0,0
Israel,2022-07-10,ISR,EURO,61,0,0,2,0,0
Italy,2022-07-10,ITA,EURO,255,0,0,22,0,0
Liberia,2022-07-10,LBR,AFRO,0,0,0,0,0,0
Mozambique,2022-07-10,MOZ,AFRO,0,0,0,0,0,0
Nigeria,2022-07-10,NGA,AFRO,101,0,3,17,0,0
Poland,2022-07-10,POL,EURO,19,0,0,6,0,0
Portugal,2022-07-10,PRT,EURO,473,0,0,58,0,0
Romania,2022-07-10,ROU,EURO,14,0,0,2,0,0
Slovenia,2022-07-10,SVN,EURO,18,0,0,4,0,0
South Africa,2022-07-10,ZAF,AFRO,1,0,0,0,0,0
Spain,2022-07-10,ESP,EURO,2034,0,0,557,0,0
Switzerland,2022-07-10,CHE,EURO,140,0,0,9,0,0
The United Kingdom,2022-07-10,GBR,EURO,1552,0,0,201,0,0
Argentina,2022-07-11,ARG,AMRO,16,0,0,6,0,0
Austria,2022-07-11,AUT,EURO,62,0,0,0,0,0
Bahamas,2022-07-11,BHS,AMRO,1,0,0,0,0,0
Belgium,2022-07-11,BEL,EURO,169,0,0,0,0,0
Brazil,2022-07-11,BRA,AMRO,1145,0,0,521,0,0
Bulgaria,2022-07-11,BGR,EURO,3,0,0,0,0,0
Canada,2022-07-11,CAN,AMRO,823,0,0,133,0,0
Chile,2022-07-11,CHL,AMRO,51,0,0,21,0,0
Colombia,2022-07-11,COL,AMRO,15,0,0,5,0,0
Costa Rica,2022-07-11,CRI,AMRO,1,0,0,1,0,0
